Epoch,Train Loss,Validation Loss,Accuracy
1,727964.5857712397,2.3020118309509714,10.378619153674833
2,2.301785873034338,2.302461676750319,10.356347438752785
3,2.3017961369399935,2.3016786125631095,11.091314031180401
4,2.301927308265151,2.301729724076295,10.311804008908686
5,2.301880955554359,2.3012914156998603,10.46770601336303
6,2.3017387962794897,2.302087346854159,11.091314031180401
7,2.302056066771608,2.30081841445054,10.378619153674833
8,2.301814107917577,2.3017440215548586,10.311804008908686
9,2.302305099655133,2.300242765094038,11.091314031180401
10,2.3019955282971067,2.3012057767644047,11.091314031180401
11,2.3016336412123635,2.302027022711323,11.091314031180401
12,2.3019983694754655,2.301620110922437,11.091314031180401
13,2.302230972739094,2.3007186621533595,11.091314031180401
14,2.3018935001704413,2.300601019978099,10.356347438752785
15,2.3016684840607162,2.3011906664566637,11.091314031180401
16,2.302090184158434,2.3006693816269843,11.091314031180401
17,2.301791476296188,2.301365419638963,10.334075723830734
18,2.3022378525750957,2.300945519552536,10.356347438752785
19,2.3019306064360774,2.3013677215236785,10.378619153674833
20,2.302210983850159,2.302721332400719,10.46770601336303
21,2.3021422852800804,2.3007501911014,11.091314031180401
22,2.301704756570061,2.30185629040321,11.091314031180401
23,2.3023162021364807,2.3008601368534185,10.378619153674833
24,2.3016532309415365,2.301830149205978,11.091314031180401
25,2.302392891839625,2.3015107590957045,11.091314031180401
